Device_id,time,RPM,Total_rotations,On_time,Off_time
2,11-05-2023 01:31,20,1668,86,5
2,11-05-2023 01:32,20,1688,87,5
2,11-05-2023 01:33,20,1708,88,5
2,11-05-2023 01:34,20,1728,89,5
2,11-05-2023 01:35,20,1748,90,5
2,11-05-2023 01:36,20,1768,91,5
2,11-05-2023 01:37,20,1788,92,5
2,11-05-2023 01:38,20,1808,93,5
2,11-05-2023 01:39,20,1828,94,5
2,11-05-2023 01:40,20,1848,95,5
2,11-05-2023 01:40,20,1868,96,5
2,11-05-2023 01:41,20,1888,97,5
2,11-05-2023 01:42,20,1908,98,5
2,11-05-2023 01:43,20,1928,99,5
2,11-05-2023 01:44,20,1948,100,5
2,11-05-2023 01:45,20,1968,101,5
2,11-05-2023 01:46,20,1988,102,5
2,11-05-2023 01:47,20,2008,103,5
2,11-05-2023 01:48,20,2028,104,5
2,11-05-2023 01:49,20,2048,105,5
2,11-05-2023 01:50,20,2068,106,5
2,11-05-2023 01:51,20,2088,107,5
2,11-05-2023 01:52,20,2108,108,5
2,11-05-2023 01:53,20,2128,109,5
2,11-05-2023 01:54,20,2148,110,5
2,11-05-2023 01:55,20,2168,111,5
2,11-05-2023 01:56,20,2188,112,5
2,11-05-2023 01:57,20,2208,113,5
2,11-05-2023 01:58,20,2228,114,5
2,11-05-2023 01:59,20,2248,115,5
2,11-05-2023 02:00,20,2268,116,5
2,11-05-2023 02:01,5,2273,117,5
2,11-05-2023 02:02,0,2273,117,6
2,11-05-2023 02:03,0,2273,117,7
2,11-05-2023 02:04,0,2273,117,8
2,11-05-2023 02:05,0,2273,117,9
2,11-05-2023 02:06,0,2273,117,10
2,11-05-2023 02:07,0,2273,117,11
2,11-05-2023 02:08,0,2273,117,12
2,11-05-2023 02:09,0,2273,117,13
2,11-05-2023 02:10,0,2273,117,14
2,11-05-2023 02:11,0,2273,117,15
2,11-05-2023 02:12,0,2273,117,16
2,11-05-2023 02:13,0,2273,117,17
2,11-05-2023 02:14,0,2273,117,18
2,11-05-2023 02:15,0,2273,117,19
2,11-05-2023 02:16,0,2273,117,20
2,11-05-2023 02:17,0,2273,117,21
2,11-05-2023 02:18,0,2273,117,22
2,11-05-2023 02:19,0,2273,117,23
2,11-05-2023 02:20,0,2273,117,24
2,11-05-2023 02:21,0,2273,117,25
2,11-05-2023 02:22,0,2273,117,26
2,11-05-2023 02:23,0,2273,117,27
2,11-05-2023 02:24,0,2273,117,28
2,11-05-2023 02:25,5,2278,118,28
2,11-05-2023 02:26,2,2280,119,28
2,11-05-2023 02:27,20,2300,120,28
2,11-05-2023 02:28,10,2310,121,28
2,11-05-2023 02:29,5,2315,122,28
2,11-05-2023 02:30,5,2320,123,28
2,11-05-2023 02:31,20,2340,124,28
2,11-05-2023 02:32,20,2360,125,28
2,11-05-2023 02:33,20,2380,126,28
2,11-05-2023 02:34,20,2400,127,28
2,11-05-2023 02:35,20,2420,128,28
3,11-05-2023 00:01,13,13,1,0
3,11-05-2023 00:02,13,26,2,0
3,11-05-2023 00:03,13,39,3,0
3,11-05-2023 00:04,13,52,4,0
3,11-05-2023 00:05,13,65,5,0
3,11-05-2023 00:06,13,78,6,0
3,11-05-2023 00:07,13,91,7,0
3,11-05-2023 00:08,13,104,8,0
3,11-05-2023 00:09,13,117,9,0
3,11-05-2023 00:10,13,130,10,0
3,11-05-2023 00:11,13,143,11,0
3,11-05-2023 00:12,13,156,12,0
3,11-05-2023 00:13,13,169,13,0
3,11-05-2023 00:14,13,182,14,0
3,11-05-2023 00:15,13,195,15,0
3,11-05-2023 00:16,13,208,16,0
3,11-05-2023 00:17,13,221,17,0
3,11-05-2023 00:18,13,234,18,0
3,11-05-2023 00:19,13,247,19,0
3,11-05-2023 00:20,13,260,20,0
3,11-05-2023 00:21,13,273,21,0
3,11-05-2023 00:22,13,286,22,0
3,11-05-2023 00:23,13,299,23,0
3,11-05-2023 00:24,13,312,24,0
3,11-05-2023 00:25,13,325,25,0
3,11-05-2023 00:26,13,338,26,0
3,11-05-2023 00:27,13,351,27,0
3,11-05-2023 00:28,13,364,28,0
3,11-05-2023 00:29,13,377,29,0
3,11-05-2023 00:30,13,390,30,0
3,11-05-2023 00:31,10,400,31,0
3,11-05-2023 00:32,10,410,32,0
3,11-05-2023 00:33,10,420,33,0
3,11-05-2023 00:34,10,430,34,0
3,11-05-2023 00:35,10,440,35,0
3,11-05-2023 00:36,10,450,36,0
3,11-05-2023 00:37,10,460,37,0
3,11-05-2023 00:38,10,470,38,0
3,11-05-2023 00:39,10,480,39,0
3,11-05-2023 00:40,10,490,40,0
3,11-05-2023 00:41,10,500,41,0
3,11-05-2023 00:42,10,510,42,0
3,11-05-2023 00:43,10,520,43,0
3,11-05-2023 00:44,10,530,44,0
3,11-05-2023 00:45,10,540,45,0
3,11-05-2023 00:46,10,550,46,0
3,11-05-2023 00:47,10,560,47,0
3,11-05-2023 00:48,10,570,48,0
3,11-05-2023 00:49,10,580,49,0
3,11-05-2023 00:50,10,590,50,0
3,11-05-2023 00:51,10,600,51,0
3,11-05-2023 00:52,10,610,52,0
3,11-05-2023 00:53,10,620,53,0
3,11-05-2023 00:54,10,630,54,0
3,11-05-2023 00:55,10,640,55,0
3,11-05-2023 00:56,10,650,56,0
3,11-05-2023 00:57,10,660,57,0
3,11-05-2023 00:58,10,670,58,0
3,11-05-2023 00:59,10,680,59,0
3,11-05-2023 01:00,10,690,60,0
3,11-05-2023 01:01,10,700,61,0
3,11-05-2023 01:02,10,710,62,0
3,11-05-2023 01:03,10,720,63,0
3,11-05-2023 01:04,12,732,64,0
3,11-05-2023 01:05,12,744,65,0
3,11-05-2023 01:06,12,756,66,0
3,11-05-2023 01:07,12,768,67,0
3,11-05-2023 01:08,12,780,68,0
3,11-05-2023 01:09,12,792,69,0
3,11-05-2023 01:10,12,804,70,0
3,11-05-2023 01:11,12,816,71,0
3,11-05-2023 01:12,12,828,72,0
3,11-05-2023 01:13,12,840,73,0
3,11-05-2023 01:14,12,852,74,0
3,11-05-2023 01:15,12,864,75,0
3,11-05-2023 01:16,0,864,75,1
3,11-05-2023 01:17,0,864,75,2
3,11-05-2023 01:18,0,864,75,3
3,11-05-2023 01:19,0,864,75,4
3,11-05-2023 01:20,0,864,75,5
3,11-05-2023 01:21,0,864,75,6
3,11-05-2023 01:22,0,864,75,7
3,11-05-2023 01:23,0,864,75,8
3,11-05-2023 01:24,0,864,75,9
3,11-05-2023 01:25,0,864,75,10
3,11-05-2023 01:26,0,864,75,11
3,11-05-2023 01:27,0,864,75,12
3,11-05-2023 01:28,0,864,75,13
3,11-05-2023 01:29,0,864,75,14
3,11-05-2023 01:30,0,864,75,15
3,11-05-2023 01:31,0,864,75,16
3,11-05-2023 01:32,0,864,75,17
3,11-05-2023 01:33,0,864,75,18
3,11-05-2023 01:34,0,864,75,19
3,11-05-2023 01:35,0,864,75,20
3,11-05-2023 01:36,0,864,75,21
3,11-05-2023 01:37,0,864,75,22
3,11-05-2023 01:38,0,864,75,23
3,11-05-2023 01:39,0,864,75,24
3,11-05-2023 01:40,0,864,75,25
3,11-05-2023 01:40,0,864,75,26
3,11-05-2023 01:41,0,864,75,27
3,11-05-2023 01:42,0,864,75,28
3,11-05-2023 01:43,0,864,75,29
3,11-05-2023 01:44,0,864,75,30
3,11-05-2023 01:45,0,864,75,31
3,11-05-2023 01:46,15,879,76,31
3,11-05-2023 01:47,15,894,77,31
3,11-05-2023 01:48,15,909,78,31
3,11-05-2023 01:49,15,924,79,31
3,11-05-2023 01:50,15,939,80,31
3,11-05-2023 01:51,15,954,81,31
3,11-05-2023 01:52,15,969,82,31
3,11-05-2023 01:53,15,984,83,31
3,11-05-2023 01:54,15,999,84,31
3,11-05-2023 01:55,15,1014,85,31
3,11-05-2023 01:56,15,1029,86,31
3,11-05-2023 01:57,15,1044,87,31
3,11-05-2023 01:58,15,1059,88,31
3,11-05-2023 01:59,15,1074,89,31
3,11-05-2023 02:00,15,1089,90,31
3,11-05-2023 02:01,15,1104,91,31
3,11-05-2023 02:02,15,1119,92,31
3,11-05-2023 02:03,15,1134,93,31
3,11-05-2023 02:04,15,1149,94,31
3,11-05-2023 02:05,15,1164,95,31
3,11-05-2023 02:06,15,1179,96,31
3,11-05-2023 02:07,15,1194,97,31
3,11-05-2023 02:08,15,1209,98,31
3,11-05-2023 02:09,15,1224,99,31
3,11-05-2023 02:10,15,1239,100,31
3,11-05-2023 02:11,15,1254,101,31
3,11-05-2023 02:12,15,1269,102,31
3,11-05-2023 02:13,15,1284,103,31
3,11-05-2023 02:14,15,1299,104,31
3,11-05-2023 02:15,15,1314,105,31
3,11-05-2023 02:16,15,1329,106,31
3,11-05-2023 02:17,15,1344,107,31
3,11-05-2023 02:18,15,1359,108,31
3,11-05-2023 02:19,15,1374,109,31
3,11-05-2023 02:20,15,1389,110,31
3,11-05-2023 02:21,15,1404,111,31
3,11-05-2023 02:22,15,1419,112,31
3,11-05-2023 02:23,15,1434,113,31
3,11-05-2023 02:24,15,1449,114,31
3,11-05-2023 02:25,15,1464,115,31
3,11-05-2023 02:26,15,1479,116,31
3,11-05-2023 02:27,15,1494,117,31
3,11-05-2023 02:28,15,1509,118,31
3,11-05-2023 02:29,15,1524,119,31
3,11-05-2023 02:30,15,1539,120,31
3,11-05-2023 02:31,15,1554,121,31
3,11-05-2023 02:32,15,1569,122,31
3,11-05-2023 02:33,15,1584,123,31
3,11-05-2023 02:34,15,1599,124,31
3,11-05-2023 02:35,15,1614,125,31
